state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,account_duration,total_calls,total_min,avg_usage
NH,103,no,no,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,True,mid-term,355,540.9,1.5236619718309858
IL,65,no,no,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,False,short-term,279,518.9,1.8598566308243727
UT,61,no,yes,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,False,short-term,308,411.0,1.3344155844155845
WV,172,no,no,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,False,long-term,337,712.0999999999999,2.113056379821958
NJ,72,no,no,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,False,short-term,319,550.7,1.726332288401254
NM,113,no,no,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,False,mid-term,310,616.9,1.99
ND,177,no,no,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False,long-term,328,591.7,1.8039634146341466
WA,100,no,no,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True,mid-term,321,517.2,1.6112149532710283
NM,67,no,no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,False,short-term,303,620.7,2.0485148514851486
DE,136,no,no,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,False,mid-term,323,440.7,1.3643962848297213
GA,71,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,False,short-term,338,567.6,1.6792899408284023
HI,134,no,no,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,False,mid-term,356,713.6,2.004494382022472
CT,124,no,no,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False,mid-term,302,721.6,2.3894039735099337
NJ,84,no,no,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,False,mid-term,345,635.4,1.8417391304347825
ME,39,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,False,short-term,308,554.5,1.8003246753246753
OK,110,no,no,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,False,mid-term,309,428.8,1.3877022653721682
TN,102,no,no,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,False,mid-term,291,519.2,1.784192439862543
WY,70,no,no,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,False,short-term,356,595.5,1.672752808988764
NY,142,no,no,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,False,mid-term,287,568.5,1.980836236933798
DE,81,yes,no,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False,short-term,266,558.8,2.100751879699248
RI,17,no,no,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,False,short-term,310,690.7,2.2280645161290322
PA,119,no,no,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,True,mid-term,258,745.7,2.89031007751938
HI,105,no,no,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True,mid-term,329,785.5999999999999,2.3878419452887534
MD,108,yes,yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,True,mid-term,298,541.8,1.8181208053691273
VA,90,no,no,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,False,mid-term,357,403.9,1.1313725490196078
IN,100,no,yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,False,mid-term,365,472.7,1.2950684931506848
OR,155,no,yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,False,mid-term,262,571.3,2.180534351145038
AZ,113,no,no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,True,mid-term,302,533.9,1.7678807947019868
WI,123,no,no,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,False,mid-term,269,585.0999999999999,2.1750929368029737
VA,145,no,no,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,False,mid-term,345,614.4,1.7808695652173911
MO,42,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,False,short-term,282,664.2,2.3553191489361702
NV,125,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,False,mid-term,298,587.5,1.971476510067114
HI,131,no,yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,False,mid-term,289,597.5,2.0674740484429064
WA,107,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,False,mid-term,233,595.0999999999999,2.5540772532188836
IL,48,no,no,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,False,short-term,261,547.4,2.0973180076628353
IL,76,no,no,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,False,short-term,296,628.3,2.122635135135135
LA,128,no,no,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,False,mid-term,325,646.7,1.989846153846154
WI,73,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,False,short-term,283,607.4,2.1462897526501767
TX,52,no,no,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,True,short-term,298,464.5,1.558724832214765
MI,126,yes,yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False,mid-term,339,460.3,1.3578171091445428
NC,124,no,no,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,False,mid-term,327,588.7,1.8003058103975536
WA,137,no,no,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,False,mid-term,350,655.7,1.8734285714285717
ND,71,no,no,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True,short-term,310,709.6,2.289032258064516
NE,139,no,no,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False,mid-term,281,611.9,2.1775800711743774
MS,107,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,False,mid-term,253,565.7,2.2359683794466405
KY,147,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,False,mid-term,283,573.0999999999999,2.0250883392226147
RI,116,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,False,mid-term,284,387.7,1.3651408450704225
NY,60,no,yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,False,short-term,272,660.1,2.4268382352941176
TX,38,no,no,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,False,short-term,263,361.5,1.3745247148288973
DE,63,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,False,short-term,292,528.9,1.8113013698630136
NM,94,no,no,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,False,mid-term,323,602.0,1.8637770897832817
RI,131,no,no,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,False,mid-term,354,454.9,1.2850282485875706
MS,158,no,no,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,False,mid-term,291,552.5,1.8986254295532645
NY,139,no,no,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,True,mid-term,334,618.8,1.852694610778443
NE,77,no,no,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False,short-term,335,588.6,1.7570149253731344
WI,140,no,no,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,False,mid-term,302,547.9,1.8142384105960263
KY,72,no,no,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False,short-term,296,535.9,1.810472972972973
SD,52,no,yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,False,short-term,293,590.3,2.0146757679180887
VA,103,no,no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,False,mid-term,317,588.9000000000001,1.857728706624606
KS,74,no,yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False,short-term,314,719.9000000000001,2.292675159235669
ND,124,no,no,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False,mid-term,275,542.9000000000001,1.9741818181818185
CO,85,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,False,mid-term,298,672.4,2.2563758389261745
KY,113,no,yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True,mid-term,239,590.8,2.4719665271966527
WA,71,no,no,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,False,short-term,294,461.69999999999993,1.570408163265306
NV,177,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,False,long-term,292,641.6999999999999,2.1976027397260274
SC,49,yes,no,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,True,short-term,297,614.5,2.069023569023569
RI,106,yes,no,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,True,mid-term,247,536.5,2.172064777327935
ID,60,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,False,short-term,244,602.4,2.4688524590163934
KY,43,no,no,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,False,short-term,297,633.9,2.1343434343434344
ME,66,no,no,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False,short-term,354,580.5,1.6398305084745763
SD,125,no,no,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,False,mid-term,253,612.3,2.4201581027667984
SC,114,no,yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,False,mid-term,269,595.4000000000001,2.213382899628253
TN,112,no,no,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,True,mid-term,307,657.7,2.1423452768729643
MT,101,no,yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,False,mid-term,320,527.3000000000001,1.6478125000000001
WI,70,no,no,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,False,short-term,272,300.9,1.10625
AK,59,no,no,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,False,short-term,325,465.29999999999995,1.4316923076923076
AZ,59,no,no,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,False,short-term,296,548.4,1.8527027027027025
MT,124,no,yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False,mid-term,218,633.3,2.905045871559633
DE,99,no,no,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,False,mid-term,311,581.5,1.869774919614148
VA,150,no,no,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,False,mid-term,313,565.4,1.8063897763578274
MA,81,no,no,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,False,short-term,264,553.2,2.0954545454545457
IN,86,no,no,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,False,mid-term,283,696.6,2.4614840989399296
MD,84,no,no,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,False,mid-term,260,425.3,1.6357692307692309
NV,118,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,False,mid-term,340,729.9000000000001,2.146764705882353
CO,89,no,no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,False,mid-term,340,664.8,1.9552941176470586
KS,93,no,no,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,False,mid-term,267,561.9000000000001,2.104494382022472
AR,85,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,False,mid-term,280,462.2,1.6507142857142856
WY,160,no,no,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,False,mid-term,265,436.3,1.6464150943396227
PA,28,no,no,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,False,short-term,291,522.3,1.794845360824742
TX,73,no,no,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True,short-term,328,678.8,2.069512195121951
NY,156,no,no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,False,mid-term,328,619.0999999999999,1.8874999999999997
OR,33,yes,no,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,False,short-term,340,542.1999999999999,1.594705882352941
CA,77,no,no,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,False,short-term,264,625.8,2.370454545454545
NY,119,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,False,mid-term,276,534.9,1.9380434782608695
AR,91,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False,mid-term,271,551.1,2.033579335793358
MI,102,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False,mid-term,298,663.9,2.2278523489932884
OK,86,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,False,mid-term,304,558.2,1.836184210526316
TX,82,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False,mid-term,303,494.0,1.6303630363036303
NC,89,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False,mid-term,360,466.4,1.2955555555555556
ID,86,no,no,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,False,mid-term,316,580.0,1.8354430379746836
IL,134,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,mid-term,308,468.0,1.5194805194805194
OR,92,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False,mid-term,270,549.7,2.035925925925926
SD,87,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False,mid-term,280,539.9,1.9282142857142857
NE,64,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False,short-term,286,555.2,1.9412587412587414
RI,80,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False,short-term,297,640.0,2.154882154882155
MD,165,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,False,long-term,320,532.7,1.6646875
ID,153,no,yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False,mid-term,312,618.4,1.982051282051282
ME,41,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,short-term,288,534.1,1.854513888888889
SD,108,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,False,mid-term,270,687.5,2.5462962962962963
NY,104,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,False,mid-term,313,566.5999999999999,1.8102236421725237
DE,115,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False,mid-term,249,483.5,1.9417670682730923
OK,87,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False,mid-term,303,494.2,1.631023102310231
SC,159,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,mid-term,272,531.8,1.9551470588235293
IN,119,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,False,mid-term,361,529.0,1.4653739612188366
NV,69,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False,short-term,328,603.8,1.8408536585365853
IL,87,yes,yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,mid-term,337,584.6,1.7347181008902077
SD,93,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,True,mid-term,309,783.3,2.5349514563106794
OK,154,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True,mid-term,316,535.0,1.6930379746835442
KS,57,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False,short-term,308,635.5,2.063311688311688
IA,130,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False,mid-term,305,592.3,1.9419672131147538
NJ,151,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,False,mid-term,254,592.0,2.3307086614173227
NJ,162,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,True,mid-term,223,747.3,3.351121076233184
MT,60,no,no,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,False,short-term,337,682.6,2.025519287833828
IA,81,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,False,short-term,229,706.0,3.0829694323144103
WA,132,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,mid-term,328,553.9,1.688719512195122
NE,86,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,mid-term,325,482.6,1.484923076923077
TX,136,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,True,mid-term,313,756.1,2.4156549520766775
MS,121,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,False,mid-term,315,528.4,1.6774603174603173
IA,105,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,False,mid-term,352,533.9,1.5167613636363635
WI,105,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,False,mid-term,238,566.3,2.3794117647058823
MT,51,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,False,short-term,249,681.3,2.7361445783132528
GA,64,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,False,short-term,309,479.79999999999995,1.5527508090614885
MT,80,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,False,short-term,355,564.5,1.5901408450704226
ND,56,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,False,short-term,316,601.5,1.9034810126582278
VT,120,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,False,mid-term,305,591.6999999999999,1.9399999999999997
SD,103,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,False,mid-term,333,607.3,1.8237237237237236
OH,164,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,False,long-term,342,572.6,1.6742690058479532
OH,116,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,False,mid-term,276,627.0,2.2717391304347827
MT,121,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,False,mid-term,297,578.3,1.947138047138047
IL,55,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,short-term,310,660.3,2.13
NV,183,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,False,long-term,316,544.8,1.7240506329113923
UT,104,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,False,mid-term,364,600.9,1.6508241758241757
NH,90,no,no,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,False,mid-term,325,474.1,1.4587692307692308
LA,82,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,False,mid-term,287,467.4,1.6285714285714286
VT,101,no,no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,mid-term,318,554.0,1.7421383647798743
NY,9,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,False,short-term,291,496.0,1.70446735395189
CT,97,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,False,mid-term,254,737.5,2.9035433070866143
KS,94,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,mid-term,309,720.6,2.3320388349514563
MI,127,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False,mid-term,271,696.0,2.5682656826568264
SD,125,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,False,mid-term,322,608.1999999999999,1.8888198757763972
ME,140,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,False,mid-term,326,649.3,1.9917177914110429
MD,90,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,False,mid-term,385,495.20000000000005,1.2862337662337664
VA,67,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,False,short-term,256,580.2,2.26640625
NJ,113,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,False,mid-term,243,571.5,2.3518518518518516
TN,121,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,False,mid-term,303,644.5,2.127062706270627
DC,93,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,False,mid-term,273,545.3,1.9974358974358972
DC,121,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,False,mid-term,274,432.5,1.5784671532846715
OR,53,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,True,short-term,336,688.0,2.0476190476190474
RI,75,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,False,short-term,279,531.3,1.904301075268817
AK,132,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False,mid-term,311,742.2,2.3864951768488747
WI,162,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,False,mid-term,341,445.4,1.306158357771261
IN,140,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,False,mid-term,338,634.5,1.8772189349112427
MI,91,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,False,mid-term,335,625.5,1.8671641791044775
ID,73,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,False,short-term,369,536.4,1.4536585365853658
NH,95,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,True,mid-term,325,692.6,2.131076923076923
MN,145,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,False,mid-term,360,655.1,1.8197222222222222
AZ,100,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,False,mid-term,270,396.99999999999994,1.47037037037037
MN,122,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,False,mid-term,311,671.6999999999999,2.1598070739549837
MO,109,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,False,mid-term,260,737.0,2.8346153846153848
AL,82,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,False,mid-term,316,536.0,1.6962025316455696
PA,65,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,False,short-term,281,636.5999999999999,2.265480427046263
AK,52,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,False,short-term,266,485.5,1.8251879699248121
MS,136,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,False,mid-term,281,565.6,2.012811387900356
IA,75,no,no,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,False,short-term,299,507.29999999999995,1.6966555183946488
WY,146,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,False,mid-term,247,603.1,2.4417004048582998
NE,105,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,False,mid-term,308,589.5,1.9139610389610389
ND,48,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,False,short-term,281,558.0,1.9857651245551602
CT,45,no,no,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,False,short-term,293,685.2,2.338566552901024
NC,106,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,False,mid-term,293,598.7,2.043344709897611
CT,33,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,False,short-term,243,563.8,2.320164609053498
ND,68,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,short-term,342,566.4,1.656140350877193
WA,106,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,False,mid-term,255,608.1999999999999,2.385098039215686
NV,141,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,False,mid-term,280,525.1,1.875357142857143
CO,98,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,mid-term,336,579.2,1.723809523809524
